,difficulty,question_number,duration,count,frequency,participant_number,magnitude
3057,8.0,8.0,0.109,2.0,18.348623853211013,7,3
3058,8.0,8.0,0.11699999999999999,2.0,17.094017094017097,7,61
3059,8.0,8.0,0.11699999999999999,2.0,17.094017094017097,7,2
3060,8.0,8.0,0.115,2.0,17.391304347826086,7,5
3061,8.0,8.0,0.115,2.0,17.391304347826086,7,55
3062,8.0,8.0,0.115,2.0,17.391304347826086,7,67
3063,8.0,8.0,0.114,1.0,8.771929824561402,7,75
3064,8.0,8.0,0.125,2.0,16.0,7,73
3065,8.0,8.0,0.136,1.0,7.352941176470589,7,92
3066,8.0,8.0,0.136,1.0,7.352941176470589,7,68
3078,9.0,9.0,0.1165,4.0,34.33476394849786,7,99
3079,9.0,9.0,0.11,4.0,36.36363636363637,7,11
3080,9.0,9.0,0.11,4.0,36.36363636363637,7,66
3081,9.0,9.0,0.108,3.0,27.777777777777786,7,93
3082,9.0,9.0,0.10133333333333333,3.0,29.605263157894736,7,73
3083,9.0,9.0,0.096,2.0,20.83333333333333,7,93
3084,9.0,9.0,0.094,2.0,21.27659574468085,7,61
3085,9.0,9.0,0.094,2.0,21.27659574468085,7,72
3086,9.0,9.0,0.09266666666666667,3.0,32.37410071942445,7,27
3087,9.0,9.0,0.096,2.0,20.83333333333333,7,57
3088,9.0,9.0,0.096,2.0,20.83333333333333,7,85
3089,9.0,9.0,0.09,1.0,11.111111111111107,7,85
3090,9.0,9.0,0.098,2.0,20.40816326530612,7,12
3091,9.0,9.0,0.11,2.0,18.181818181818183,7,49
3092,9.0,9.0,0.11066666666666668,3.0,27.10843373493975,7,76
3095,9.0,9.0,0.14200000000000002,3.0,21.12676056338028,7,63
3096,9.0,9.0,0.156,2.0,12.82051282051282,7,97
3097,9.0,9.0,0.15000000000000002,2.0,13.333333333333332,7,55
3098,9.0,9.0,0.1,1.0,10.0,7,30
3099,9.0,9.0,0.107,2.0,18.69158878504673,7,65
3100,9.0,9.0,0.107,2.0,18.69158878504673,7,39
3101,9.0,9.0,0.10866666666666668,3.0,27.607361963190183,7,26
3102,9.0,9.0,0.113,2.0,17.69911504424779,7,90
3111,10.0,10.0,0.1055,4.0,37.91469194312796,7,68
3112,10.0,10.0,0.10333333333333332,3.0,29.032258064516128,7,19
3113,10.0,10.0,0.11,2.0,18.181818181818183,7,43
3114,10.0,10.0,0.12,1.0,8.333333333333334,7,94
3115,10.0,10.0,0.096,1.0,10.416666666666666,7,47
3116,10.0,10.0,0.096,1.0,10.416666666666666,7,75
3117,10.0,10.0,0.096,1.0,10.416666666666666,7,53
3118,10.0,10.0,0.096,1.0,10.416666666666666,7,38
3119,10.0,10.0,0.086,2.0,23.255813953488367,7,69
3120,10.0,10.0,0.076,1.0,13.157894736842106,7,39
3121,10.0,10.0,0.096,2.0,20.83333333333333,7,9
3129,11.0,11.0,0.12933333333333333,3.0,23.1958762886598,7,49
3130,11.0,11.0,0.12,2.0,16.666666666666668,7,99
3131,11.0,11.0,0.112,1.0,8.928571428571429,7,83
3132,11.0,11.0,0.0,0.0,0.0,7,21
3133,11.0,11.0,0.106,1.0,9.433962264150944,7,84
3134,11.0,11.0,0.106,1.0,9.433962264150944,7,10
3135,11.0,11.0,0.106,1.0,9.433962264150944,7,90
3136,11.0,11.0,0.153,2.0,13.0718954248366,7,44
3137,11.0,11.0,0.153,2.0,13.0718954248366,7,62
3138,11.0,11.0,0.2,1.0,5.0,7,1
3146,12.0,12.0,0.126,2.0,15.873015873015873,7,6
3147,12.0,12.0,0.12133333333333332,3.0,24.72527472527473,7,27
3148,12.0,12.0,0.11533333333333333,3.0,26.01156069364162,7,56
3149,12.0,12.0,0.1075,4.0,37.2093023255814,7,16
3150,12.0,12.0,0.09533333333333334,3.0,31.46853146853147,7,7
3151,12.0,12.0,0.09533333333333334,3.0,31.46853146853147,7,64
3152,12.0,12.0,0.087,2.0,22.988505747126442,7,97
3153,12.0,12.0,0.12,2.0,16.666666666666668,7,68
3154,12.0,12.0,0.136,2.0,14.705882352941178,7,88
3155,12.0,12.0,0.13133333333333333,3.0,22.84263959390863,7,54
3163,13.0,13.0,0.1328,5.0,37.650602409638545,7,98
3164,13.0,13.0,0.1272,5.0,39.30817610062893,7,41
3165,13.0,13.0,0.13533333333333333,3.0,22.167487684729068,7,21
3166,13.0,13.0,0.132,2.0,15.15151515151515,7,94
3167,13.0,13.0,0.12266666666666665,3.0,24.45652173913044,7,40
3168,13.0,13.0,0.13266666666666668,3.0,22.613065326633162,7,83
3169,13.0,13.0,0.131,2.0,15.267175572519085,7,99
3170,13.0,13.0,0.13333333333333333,3.0,22.5,7,17
3174,13.0,13.0,0.14133333333333334,3.0,21.22641509433962,7,94
3175,13.0,13.0,0.14300000000000002,2.0,13.986013986013985,7,4
3176,13.0,13.0,0.162,1.0,6.172839506172839,7,19
3177,13.0,13.0,0.126,2.0,15.873015873015873,7,58
3178,13.0,13.0,0.09,1.0,11.111111111111107,7,31
3179,13.0,13.0,0.09,1.0,11.111111111111107,7,14
3180,13.0,13.0,0.111,2.0,18.01801801801802,7,39
3181,13.0,13.0,0.111,2.0,18.01801801801802,7,35
3182,13.0,13.0,0.132,1.0,7.575757575757575,7,38
3183,13.0,13.0,0.152,2.0,13.157894736842106,7,64
3184,13.0,13.0,0.14866666666666664,3.0,20.179372197309426,7,70
3185,13.0,13.0,0.15699999999999995,2.0,12.738853503184714,7,85
3192,14.0,14.0,0.14666666666666667,3.0,20.454545454545453,7,80
3193,14.0,14.0,0.15266666666666664,3.0,19.650655021834066,7,65
3194,14.0,14.0,0.15266666666666664,3.0,19.650655021834066,7,87
3195,14.0,14.0,0.157,2.0,12.738853503184714,7,55
3196,14.0,14.0,0.123,2.0,16.260162601626018,7,73
3197,14.0,14.0,0.11666666666666665,3.0,25.714285714285715,7,42
3198,14.0,14.0,0.11,3.0,27.272727272727273,7,83
3199,14.0,14.0,0.11,3.0,27.272727272727273,7,89
3200,14.0,14.0,0.11,3.0,27.272727272727273,7,48
3201,14.0,14.0,0.11866666666666666,3.0,25.280898876404496,7,80
3202,14.0,14.0,0.126,2.0,15.873015873015873,7,48
3203,14.0,14.0,0.136,1.0,7.352941176470589,7,73
3204,14.0,14.0,0.136,1.0,7.352941176470589,7,26
3205,14.0,14.0,0.14300000000000002,2.0,13.986013986013985,7,1
3206,14.0,14.0,0.15,1.0,6.666666666666668,7,23
3213,15.0,15.0,0.132,4.0,30.3030303030303,7,75
3214,15.0,15.0,0.13733333333333336,3.0,21.84466019417476,7,69
3215,15.0,15.0,0.133,4.0,30.07518796992481,7,70
3216,15.0,15.0,0.14066666666666666,3.0,21.32701421800948,7,99
3217,15.0,15.0,0.134,3.0,22.38805970149253,7,48
3218,15.0,15.0,0.13066666666666668,3.0,22.959183673469386,7,52
3219,15.0,15.0,0.13066666666666668,3.0,22.959183673469386,7,92
3220,15.0,15.0,0.1466666666666667,3.0,20.45454545454545,7,31
3221,15.0,15.0,0.1375,4.0,29.09090909090909,7,14
3222,15.0,15.0,0.158,4.0,25.31645569620253,7,52
3226,15.0,15.0,0.14,4.0,28.57142857142857,7,18
3227,15.0,15.0,0.11800000000000001,3.0,25.423728813559322,7,38
3228,15.0,15.0,0.1195,4.0,33.472803347280326,7,96
3229,15.0,15.0,0.10666666666666667,3.0,28.125,7,94
3230,15.0,15.0,0.10666666666666667,3.0,28.125,7,30
3231,15.0,15.0,0.12133333333333332,3.0,24.72527472527473,7,21
3232,15.0,15.0,0.1235,4.0,32.388663967611336,7,83
3233,15.0,15.0,0.128,4.0,31.25,7,25
3234,15.0,15.0,0.128,4.0,31.25,7,43
3235,15.0,15.0,0.14450000000000002,4.0,27.681660899653977,7,53
3236,15.0,15.0,0.15133333333333335,3.0,19.823788546255503,7,13
3237,15.0,15.0,0.16199999999999998,2.0,12.345679012345679,7,38
3238,15.0,15.0,0.151,2.0,13.245033112582787,7,69
3239,15.0,15.0,0.151,2.0,13.245033112582787,7,91
3240,15.0,15.0,0.12,1.0,8.333333333333334,7,68
3241,15.0,15.0,0.12,1.0,8.333333333333334,7,82
3242,15.0,15.0,0.122,2.0,16.393442622950822,7,4
3243,15.0,15.0,0.124,1.0,8.064516129032258,7,37
3244,15.0,15.0,0.124,1.0,8.064516129032258,7,42
3245,15.0,15.0,0.124,1.0,8.064516129032258,7,34
3246,15.0,15.0,0.124,1.0,8.064516129032258,7,89
3247,15.0,15.0,0.0,0.0,0.0,7,79
3248,15.0,15.0,0.0,0.0,0.0,7,37
3249,15.0,15.0,0.158,1.0,6.329113924050633,7,17
3250,15.0,15.0,0.16999999999999998,2.0,11.764705882352946,7,54
3251,15.0,15.0,0.16999999999999998,2.0,11.764705882352946,7,87
3252,15.0,15.0,0.15133333333333332,3.0,19.823788546255507,7,39
3265,16.0,16.0,0.122,4.0,32.786885245901644,7,43
3266,16.0,16.0,0.1255,4.0,31.872509960159363,7,60
3267,16.0,16.0,0.11733333333333333,3.0,25.56818181818182,7,24
3268,16.0,16.0,0.14400000000000002,1.0,6.9444444444444455,7,76
3269,16.0,16.0,0.14400000000000002,1.0,6.9444444444444455,7,82
3270,16.0,16.0,0.147,2.0,13.60544217687075,7,8
3271,16.0,16.0,0.135,2.0,14.814814814814813,7,67
3272,16.0,16.0,0.122,3.0,24.590163934426236,7,99
3273,16.0,16.0,0.122,3.0,24.590163934426236,7,76
3274,16.0,16.0,0.122,3.0,24.590163934426236,7,14
3275,16.0,16.0,0.11133333333333333,3.0,26.946107784431142,7,74
3276,16.0,16.0,0.10666666666666667,3.0,28.125,7,55
3277,16.0,16.0,0.11199999999999999,2.0,17.857142857142858,7,81
3278,16.0,16.0,0.12466666666666665,3.0,24.064171122994647,7,30
3279,16.0,16.0,0.1235,4.0,32.388663967611336,7,29
3280,16.0,16.0,0.128,4.0,31.25,7,5
3289,17.0,17.0,0.1255,4.0,31.872509960159363,7,81
3290,17.0,17.0,0.1255,4.0,31.872509960159363,7,92
3291,17.0,17.0,0.136,4.0,29.411764705882355,7,78
3292,17.0,17.0,0.129,4.0,31.00775193798449,7,45
3293,17.0,17.0,0.129,4.0,31.00775193798449,7,25
3294,17.0,17.0,0.1285,4.0,31.128404669260696,7,83
3295,17.0,17.0,0.131,4.0,30.534351145038165,7,66
3296,17.0,17.0,0.13,4.0,30.76923076923077,7,68
3297,17.0,17.0,0.136,3.0,22.058823529411764,7,19
3298,17.0,17.0,0.129,4.0,31.00775193798449,7,82
3299,17.0,17.0,0.1235,4.0,32.388663967611336,7,18
3300,17.0,17.0,0.11599999999999999,3.0,25.86206896551724,7,97
3301,17.0,17.0,0.10266666666666667,3.0,29.220779220779214,7,62
3302,17.0,17.0,0.1205,4.0,33.19502074688797,7,20
3303,17.0,17.0,0.127,4.0,31.496062992125978,7,89
3304,17.0,17.0,0.132,3.0,22.72727272727273,7,71
3311,17.0,17.0,0.134,2.0,14.925373134328355,7,9
3312,17.0,17.0,0.13533333333333333,3.0,22.167487684729068,7,36
3313,17.0,17.0,0.133,2.0,15.037593984962404,7,39
3314,17.0,17.0,0.133,2.0,15.037593984962404,7,15
3315,17.0,17.0,0.14,2.0,14.285714285714285,7,16
3316,17.0,17.0,0.12533333333333332,3.0,23.936170212765962,7,99
3317,17.0,17.0,0.13,3.0,23.07692307692308,7,94
3318,17.0,17.0,0.13,3.0,23.07692307692308,7,85
3319,17.0,17.0,0.1345,4.0,29.739776951672862,7,78
3320,17.0,17.0,0.132,3.0,22.72727272727273,7,7
3321,17.0,17.0,0.15066666666666664,3.0,19.911504424778766,7,38
3322,17.0,17.0,0.15,2.0,13.333333333333336,7,22
3323,17.0,17.0,0.15,2.0,13.333333333333336,7,31
3324,17.0,17.0,0.147,2.0,13.60544217687075,7,54
3325,17.0,17.0,0.12466666666666665,3.0,24.064171122994647,7,57
3326,17.0,17.0,0.111,2.0,18.01801801801802,7,63
3327,17.0,17.0,0.12866666666666668,3.0,23.3160621761658,7,60
3328,17.0,17.0,0.135,4.0,29.629629629629626,7,78
3329,17.0,17.0,0.13266666666666668,3.0,22.613065326633162,7,68
3472,17.0,17.0,0.0,0.0,0.0,7,65
3473,17.0,17.0,0.0,0.0,0.0,7,49
3474,17.0,17.0,0.0,0.0,0.0,7,26
3475,17.0,17.0,0.11166666666666664,6.0,53.731343283582106,7,96
3476,17.0,17.0,0.10800000000000001,5.0,46.29629629629629,7,36
3477,17.0,17.0,0.10266666666666667,3.0,29.220779220779214,7,59
3478,17.0,17.0,0.10933333333333332,3.0,27.43902439024391,7,84
3479,17.0,17.0,0.11,4.0,36.36363636363637,7,97
3480,17.0,17.0,0.11466666666666665,3.0,26.16279069767442,7,24
3481,17.0,17.0,0.11,4.0,36.36363636363637,7,20
3482,17.0,17.0,0.114,5.0,43.859649122807035,7,79
3483,17.0,17.0,0.1044,5.0,47.892720306513404,7,83
3484,17.0,17.0,0.1025,4.0,39.02439024390244,7,87
3485,17.0,17.0,0.1,5.0,50.0,7,78
3486,17.0,17.0,0.09766666666666668,6.0,61.43344709897611,7,43
3487,17.0,17.0,0.085,6.0,70.58823529411764,7,78
3488,17.0,17.0,0.08080000000000001,5.0,61.881188118811856,7,29
3489,17.0,17.0,0.084,6.0,71.42857142857143,7,28
3490,17.0,17.0,0.08766666666666667,6.0,68.44106463878326,7,82
3491,17.0,17.0,0.0904,5.0,55.30973451327433,7,6
3492,17.0,17.0,0.0995,4.0,40.201005025125625,7,30
3493,17.0,17.0,0.1,5.0,50.0,7,11
3494,17.0,17.0,0.1,4.0,40.0,7,39
3495,17.0,17.0,0.1015,4.0,39.40886699507389,7,50
3496,17.0,17.0,0.09933333333333333,3.0,30.2013422818792,7,49
3497,17.0,17.0,0.11599999999999999,3.0,25.86206896551724,7,58
3498,17.0,17.0,0.123,2.0,16.260162601626018,7,80
3499,17.0,17.0,0.11333333333333333,3.0,26.470588235294123,7,48
3500,3.0,20.0,0.112,3.0,26.785714285714285,7,81
3501,3.0,20.0,0.112,3.0,26.785714285714285,7,25
3502,3.0,20.0,0.10000000000000002,3.0,30.0,7,3
3503,4.0,21.0,0.10000000000000002,3.0,30.0,7,82
3505,4.0,21.0,0.10400000000000001,2.0,19.23076923076923,7,89
3506,4.0,21.0,0.10400000000000001,2.0,19.23076923076923,7,33
3507,4.0,21.0,0.116,1.0,8.620689655172413,7,54
3508,5.0,22.0,0.113,2.0,17.69911504424779,7,71
3509,5.0,22.0,0.121,2.0,16.528925619834713,7,98
3510,5.0,22.0,0.121,2.0,16.528925619834713,7,51
3511,5.0,22.0,0.121,2.0,16.528925619834713,7,88
3512,5.0,22.0,0.108,3.0,27.777777777777786,7,86
3513,6.0,23.0,0.107,2.0,18.69158878504673,7,74
3514,6.0,23.0,0.097,2.0,20.618556701030926,7,63
3515,6.0,23.0,0.10533333333333332,3.0,28.481012658227854,7,67
3516,6.0,23.0,0.10533333333333332,3.0,28.481012658227854,7,24
3517,6.0,23.0,0.11699999999999999,2.0,17.094017094017097,7,68
3518,6.0,23.0,0.11699999999999999,2.0,17.094017094017097,7,91
3519,7.0,24.0,0.122,1.0,8.196721311475411,7,11
3520,7.0,24.0,0.092,1.0,10.869565217391305,7,21
3521,7.0,24.0,0.10300000000000001,2.0,19.41747572815534,7,71
3522,7.0,24.0,0.12066666666666664,3.0,24.861878453038674,7,45
3523,7.0,24.0,0.12,4.0,33.333333333333336,7,30
3524,7.0,24.0,0.12,4.0,33.333333333333336,7,66
3525,7.0,24.0,0.124,4.0,32.25806451612903,7,7
3526,8.0,25.0,0.12733333333333333,3.0,23.560209424083773,7,75
3527,8.0,25.0,0.113,2.0,17.69911504424779,7,28
3528,8.0,25.0,0.105,2.0,19.047619047619047,7,79
3529,8.0,25.0,0.106,3.0,28.301886792452827,7,41
3530,8.0,25.0,0.105,2.0,19.047619047619047,7,82
3531,8.0,25.0,0.105,2.0,19.047619047619047,7,44
3532,8.0,25.0,0.105,2.0,19.047619047619047,7,40
3533,9.0,26.0,0.108,1.0,9.25925925925926,7,45
3534,9.0,26.0,0.0,0.0,0.0,7,21
3535,9.0,26.0,0.122,1.0,8.196721311475411,7,99
3536,9.0,26.0,0.12933333333333333,3.0,23.1958762886598,7,63
3537,9.0,26.0,0.122,4.0,32.786885245901644,7,73
3538,9.0,26.0,0.1184,5.0,42.229729729729726,7,34
3539,9.0,26.0,0.1184,5.0,42.229729729729726,7,97
3540,9.0,26.0,0.1175,4.0,34.04255319148936,7,47
3541,10.0,27.0,0.102,2.0,19.6078431372549,7,35
3542,10.0,27.0,0.104,1.0,9.615384615384617,7,89
3543,10.0,27.0,0.0,0.0,0.0,7,11
3544,10.0,27.0,0.104,1.0,9.615384615384617,7,9
3545,10.0,27.0,0.096,2.0,20.83333333333333,7,30
3546,10.0,27.0,0.096,2.0,20.83333333333333,7,89
3547,10.0,27.0,0.09533333333333334,3.0,31.46853146853147,7,31
3548,10.0,27.0,0.09533333333333334,3.0,31.46853146853147,7,4
3549,10.0,27.0,0.091,2.0,21.978021978021975,7,37
3550,11.0,28.0,0.094,1.0,10.638297872340424,7,30
3551,11.0,28.0,0.0,0.0,0.0,7,62
3552,11.0,28.0,0.1,1.0,10.0,7,20
3553,11.0,28.0,0.117,2.0,17.094017094017097,7,99
3554,11.0,28.0,0.11066666666666668,3.0,27.10843373493975,7,26
3555,11.0,28.0,0.11066666666666668,3.0,27.10843373493975,7,45
3556,11.0,28.0,0.11066666666666668,3.0,27.10843373493975,7,72
3557,11.0,28.0,0.11,3.0,27.272727272727273,7,39
3558,11.0,28.0,0.098,2.0,20.40816326530612,7,3
3559,12.0,29.0,0.098,1.0,10.20408163265306,7,66
3560,12.0,29.0,0.098,1.0,10.20408163265306,7,24
3561,12.0,29.0,0.098,1.0,10.20408163265306,7,78
3562,12.0,29.0,0.106,1.0,9.433962264150944,7,46
3563,12.0,29.0,0.108,2.0,18.51851851851852,7,66
3564,12.0,29.0,0.10333333333333332,3.0,29.032258064516128,7,37
3565,12.0,29.0,0.118,4.0,33.898305084745765,7,97
3566,12.0,29.0,0.118,4.0,33.898305084745765,7,5
3568,13.0,30.0,0.128,2.0,15.625,7,58
3569,13.0,30.0,0.162,1.0,6.172839506172839,7,10
3570,13.0,30.0,0.0,0.0,0.0,7,42
3571,13.0,30.0,0.0,0.0,0.0,7,32
3572,13.0,30.0,0.108,1.0,9.25925925925926,7,89
3573,13.0,30.0,0.108,1.0,9.25925925925926,7,5
3574,13.0,30.0,0.107,2.0,18.69158878504673,7,9
3575,13.0,30.0,0.126,3.0,23.809523809523807,7,80
3576,13.0,30.0,0.126,3.0,23.809523809523807,7,86
3577,13.0,30.0,0.135,2.0,14.814814814814813,7,11
3578,13.0,30.0,0.135,2.0,14.814814814814813,7,8
3579,14.0,31.0,0.16399999999999998,1.0,6.097560975609754,7,70
3580,14.0,31.0,0.0,0.0,0.0,7,50
3581,14.0,31.0,0.092,1.0,10.869565217391305,7,40
3582,14.0,31.0,0.092,1.0,10.869565217391305,7,90
3583,14.0,31.0,0.092,1.0,10.869565217391305,7,49
3584,14.0,31.0,0.097,2.0,20.618556701030926,7,56
3585,14.0,31.0,0.097,2.0,20.618556701030926,7,60
3586,14.0,31.0,0.102,1.0,9.803921568627453,7,19
3587,14.0,31.0,0.111,2.0,18.01801801801802,7,65
3588,14.0,31.0,0.114,3.0,26.315789473684212,7,73
3589,14.0,31.0,0.122,3.0,24.590163934426236,7,23
3590,14.0,31.0,0.122,3.0,24.590163934426236,7,11
3595,15.0,32.0,0.126,2.0,15.873015873015873,7,64
3596,15.0,32.0,0.126,2.0,15.873015873015873,7,3
3597,15.0,32.0,0.12,2.0,16.666666666666668,7,86
3598,15.0,32.0,0.104,1.0,9.615384615384617,7,4
3599,15.0,32.0,0.104,1.0,9.615384615384617,7,7
3600,15.0,32.0,0.105,2.0,19.047619047619047,7,52
3601,15.0,32.0,0.105,2.0,19.047619047619047,7,90
3602,15.0,32.0,0.12,2.0,16.666666666666668,7,71
3603,15.0,32.0,0.12,2.0,16.666666666666668,7,77
3604,15.0,32.0,0.11266666666666665,3.0,26.62721893491125,7,86
3605,15.0,32.0,0.11533333333333334,3.0,26.011560693641616,7,98
3606,15.0,32.0,0.11533333333333334,3.0,26.011560693641616,7,51
3611,16.0,33.0,0.127,2.0,15.748031496062989,7,55
3612,16.0,33.0,0.136,1.0,7.352941176470589,7,13
3613,16.0,33.0,0.0,0.0,0.0,7,94
3614,16.0,33.0,0.0,0.0,0.0,7,14
3615,16.0,33.0,0.0,0.0,0.0,7,9
3616,16.0,33.0,0.104,1.0,9.615384615384617,7,63
3617,16.0,33.0,0.11,2.0,18.181818181818183,7,72
3618,16.0,33.0,0.11,2.0,18.181818181818183,7,59
3619,16.0,33.0,0.11533333333333333,3.0,26.01156069364162,7,86
3620,16.0,33.0,0.11533333333333333,3.0,26.01156069364162,7,26
3634,16.0,33.0,0.127,6.0,47.24409448818897,7,73
3635,16.0,33.0,0.12033333333333332,6.0,49.86149584487534,7,2
3636,16.0,33.0,0.11279999999999996,5.0,44.326241134751776,7,43
3637,16.0,33.0,0.114,6.0,52.631578947368425,7,71
3638,16.0,33.0,0.10933333333333332,6.0,54.87804878048782,7,63
3639,16.0,33.0,0.10633333333333332,6.0,56.42633228840126,7,76
3640,16.0,33.0,0.102,6.0,58.82352941176471,7,81
3641,16.0,33.0,0.1048,5.0,47.709923664122144,7,50
3642,16.0,33.0,0.095,4.0,42.10526315789474,7,90
3643,16.0,33.0,0.10066666666666667,3.0,29.801324503311246,7,51
3644,16.0,33.0,0.114,3.0,26.315789473684212,7,99
3645,16.0,33.0,0.14133333333333334,3.0,21.22641509433962,7,39
3646,16.0,33.0,0.14133333333333334,3.0,21.22641509433962,7,29
3647,16.0,33.0,0.16,3.0,18.75,7,56
3648,16.0,33.0,0.142,4.0,28.16901408450705,7,40
3649,16.0,33.0,0.14533333333333331,3.0,20.642201834862387,7,91
3650,16.0,33.0,0.133,4.0,30.07518796992481,7,12
3651,16.0,33.0,0.133,4.0,30.07518796992481,7,12
3652,16.0,33.0,0.121,4.0,33.057851239669425,7,71
3653,16.0,33.0,0.132,3.0,22.72727272727273,7,9
3654,1.0,34.0,0.1335,4.0,29.962546816479396,7,82
3655,1.0,34.0,0.12866666666666668,3.0,23.3160621761658,7,58
3656,2.0,35.0,0.1295,4.0,30.88803088803089,7,15
3657,2.0,35.0,0.13733333333333336,3.0,21.84466019417476,7,1
3658,2.0,35.0,0.1415,4.0,28.268551236749115,7,32
3659,3.0,36.0,0.1426666666666667,3.0,21.028037383177566,7,7
3660,3.0,36.0,0.1426666666666667,3.0,21.028037383177566,7,81
3661,3.0,36.0,0.13733333333333336,3.0,21.84466019417476,7,78
3663,4.0,37.0,0.129,2.0,15.503875968992247,7,32
3664,4.0,37.0,0.129,2.0,15.503875968992247,7,68
3665,5.0,38.0,0.116,1.0,8.620689655172413,7,96
3666,5.0,38.0,0.12,1.0,8.333333333333334,7,96
3667,5.0,38.0,0.13,2.0,15.384615384615385,7,3
3668,5.0,38.0,0.13,2.0,15.384615384615385,7,74
3669,5.0,38.0,0.13,2.0,15.384615384615385,7,3
3670,6.0,39.0,0.12066666666666664,3.0,24.861878453038674,7,19
3671,6.0,39.0,0.11933333333333332,3.0,25.13966480446928,7,16
3672,6.0,39.0,0.13,3.0,23.07692307692308,7,52
3673,6.0,39.0,0.13,3.0,23.07692307692308,7,71
3674,6.0,39.0,0.13,3.0,23.07692307692308,7,78
3675,7.0,40.0,0.14400000000000002,2.0,13.888888888888893,7,92
3676,7.0,40.0,0.135,2.0,14.814814814814813,7,7
3677,7.0,40.0,0.098,1.0,10.20408163265306,7,9
3678,7.0,40.0,0.10400000000000001,2.0,19.23076923076923,7,64
3679,7.0,40.0,0.11,3.0,27.272727272727273,7,70
3680,7.0,40.0,0.1155,4.0,34.63203463203463,7,8
3681,7.0,40.0,0.1315,4.0,30.41825095057034,7,52
3682,7.0,40.0,0.1315,4.0,30.41825095057034,7,14
3683,7.0,40.0,0.131,4.0,30.534351145038165,7,86
3684,8.0,41.0,0.134,3.0,22.38805970149253,7,14
3685,8.0,41.0,0.135,2.0,14.814814814814813,7,99
3686,8.0,41.0,0.108,1.0,9.25925925925926,7,30
3687,8.0,41.0,0.105,2.0,19.047619047619047,7,10
3688,8.0,41.0,0.11699999999999999,2.0,17.094017094017097,7,43
3689,8.0,41.0,0.11866666666666666,3.0,25.280898876404496,7,14
3690,8.0,41.0,0.123,4.0,32.520325203252035,7,63
3691,8.0,41.0,0.123,4.0,32.520325203252035,7,76
3692,8.0,41.0,0.13,3.0,23.07692307692308,7,26
3693,9.0,42.0,0.12733333333333333,3.0,23.560209424083773,7,41
3694,9.0,42.0,0.11933333333333332,3.0,25.13966480446928,7,9
3695,9.0,42.0,0.11933333333333332,3.0,25.13966480446928,7,15
3696,9.0,42.0,0.11933333333333332,3.0,25.13966480446928,7,88
3697,9.0,42.0,0.11699999999999999,4.0,34.188034188034194,7,29
3698,9.0,42.0,0.1215,4.0,32.92181069958848,7,4
3699,9.0,42.0,0.12933333333333333,3.0,23.1958762886598,7,22
3700,9.0,42.0,0.126,3.0,23.809523809523807,7,51
3701,9.0,42.0,0.126,3.0,23.809523809523807,7,55
3702,10.0,43.0,0.134,2.0,14.925373134328355,7,56
3703,10.0,43.0,0.123,2.0,16.260162601626018,7,20
3704,10.0,43.0,0.123,2.0,16.260162601626018,7,45
3705,10.0,43.0,0.129,2.0,15.503875968992247,7,16
3706,10.0,43.0,0.14666666666666667,3.0,20.454545454545453,7,2
3707,10.0,43.0,0.14666666666666667,3.0,20.454545454545453,7,84
3708,10.0,43.0,0.17466666666666664,3.0,17.17557251908397,7,61
3709,10.0,43.0,0.17466666666666664,3.0,17.17557251908397,7,28
3710,10.0,43.0,0.17533333333333334,3.0,17.110266159695815,7,26
3711,10.0,43.0,0.154,3.0,19.48051948051948,7,82
3714,11.0,44.0,0.12133333333333332,3.0,24.72527472527473,7,18
3715,11.0,44.0,0.11533333333333333,3.0,26.01156069364162,7,43
3716,11.0,44.0,0.114,2.0,17.543859649122812,7,63
3717,11.0,44.0,0.12,3.0,25.0,7,82
3718,11.0,44.0,0.127,2.0,15.748031496062989,7,85
3719,11.0,44.0,0.13133333333333333,3.0,22.84263959390863,7,18
3720,11.0,44.0,0.13,3.0,23.07692307692308,7,46
3721,11.0,44.0,0.132,4.0,30.3030303030303,7,39
3722,11.0,44.0,0.1355,4.0,29.52029520295203,7,5
3723,11.0,44.0,0.1355,4.0,29.52029520295203,7,33
3724,11.0,44.0,0.1335,4.0,29.962546816479396,7,18
3725,11.0,44.0,0.1386666666666667,3.0,21.63461538461538,7,76
3726,11.0,44.0,0.139,2.0,14.388489208633091,7,94
3731,12.0,45.0,0.13679999999999998,5.0,36.54970760233919,7,63
3732,12.0,45.0,0.14200000000000002,4.0,28.16901408450704,7,42
3733,12.0,45.0,0.14800000000000002,3.0,20.27027027027027,7,60
3734,12.0,45.0,0.14733333333333334,3.0,20.361990950226247,7,90
3735,12.0,45.0,0.1475,4.0,27.118644067796605,7,15
3736,12.0,45.0,0.138,2.0,14.492753623188404,7,49
3737,12.0,45.0,0.138,2.0,14.492753623188404,7,69
3738,12.0,45.0,0.15000000000000002,4.0,26.666666666666664,7,99
3739,12.0,45.0,0.1595,4.0,25.078369905956112,7,98
3740,12.0,45.0,0.16333333333333333,3.0,18.367346938775512,7,23
3741,12.0,45.0,0.16,4.0,25.0,7,39
3742,12.0,45.0,0.16,4.0,25.0,7,66
3743,12.0,45.0,0.158,2.0,12.658227848101266,7,23
3744,12.0,45.0,0.155,2.0,12.903225806451616,7,16
3745,12.0,45.0,0.15533333333333332,3.0,19.313304721030047,7,5
3746,12.0,45.0,0.158,2.0,12.658227848101266,7,6
